word,frequency
felivery,1
polishing.,1
door!👏👍,1
so-,1
widgets,1
25mins,1
becomong,1
inpleasant,1
card&number,1
"teller,",1
"""edit",1
"serviced"".",1
s23+.,1
to.to,1
#checkerssixty60,1
10h27am,1
omg!!!,1
pics.....,1
junkmail,1
list😁.,1
work...but,1
used!!,1
"🥰💫checkers,",1
kiwi's.,1
select(i,1
"fits,",1
fits),1
ore,1
wallet.didn't,1
"atractive,",1
turnoff,1
"above,",1
everrrrrrr!!!!!,1
immaterial,1
immediately?,1
coleslaw,1
?🥳,1
"setting,",1
slowest.,1
"'bug""",1
cayenne,1
"paprika,",1
system....first,1
cleaner.,1
ref2793188.,1
resolve...,1
there...this,1
would..!!!,1
observation,1
bread😔,1
paprika,1
refills.,1
debouncing,1
elsewhere......something,1
fmcg,1
tech!,1
consider!!!!,1
stupidly,1
women..,1
fetchs,1
examples:,1
cleaners,1
event.,1
inventive,1
obtaining,1
critiscism,1
chin,1
systematic,1
manifesting,1
fiscal,1
"sept,",1
prefare,1
r67.34,1
"retained,",1
makers.,1
balances🤦‍♀️🤦‍♀️,1
lectured,1
0....,1
speeches,1
detergents.,1
app!!!!!!!!!!!!!!!!!!!,1
one!!!!!!!!!!!!!!!!!,1
placed!!!!!!!!!,1
unschooled....,1
initializing,1
resinstalling,1
yesterdays,1
mind.....,1
stats,1
bruisers,1
the),1
:-).,1
/special,1
alcoholic),1
😥😭😥,1
on:,1
"60%+,",1
it...don't,1
it?!,1
persistent!,1
draw.,1
(attempting,1
"plus""",1
"(""sign",1
number),1
"savings""",1
"""xtra",1
juggling,1
inexplicably,1
flufy-,1
"pink,",1
yellowish,1
are!!!!!!,1
disappeared!!!!!!,1
capability.,1
bite.,1
consumed,1
mole,1
hurt...,1
haul.,1
drumsticks,1
stock.mxm,1
neccesities,1
"verified""",1
grea5,1
id/passport,1
reminder!,1
"use"".",1
commited,1
specials!!!!!,1
parow...useless...never,1
cutts,1
r17.99,1
message',1
effort!!,1
off-hand.,1
myself),1
day??!!,1
minimises,1
downloading..,1
fast🥰🥰🥰,1
intergrated,1
accound,1
"sympathetic,",1
criate,1
succeed.,1
uncheck,1
"object,",1
executes,1
badly???,1
14h25.,1
thing)......,1
dress,1
arises,1
rolls.we,1
box(completely,1
grossed,1
extensively.,1
logic.,1
about....,1
atleast.,1
"""preferred""",1
tia,1
chicked,1
zeerust,1
amazing.....so,1
"r600,",1
08h00.,1
08h00-09h00.,1
cup.,1
thermal,1
ble,1
brushed,1
"peppercorns,",1
say....far,1
fullstack,1
wittin,1
way....,1
pandered,1
how/,1
60..you,1
profitable,1
unpackedy,1
"picture,",1
"ofcourse,",1
"slide,",1
"timewise,",1
"staff,love",1
pepper.,1
"""available""",1
checkers!!!!!!!,1
mask.,1
tainted,1
works...but,1
items..and,1
in..so,1
"treatment,",1
save!,1
🇿🇦🇿🇦🇿🇦,1
directions!,1
"nother,first",1
overport,1
specials;,1
"disappoint,keep",1
autumn,1
11-12am,1
12).,1
$ixty60,1
"service,have",1
🌟..♥,1
11:12am.,1
%..,1
"12:12,",1
timeslot:,1
pixel,1
riverside,1
(yet,1
buy!),1
bloomin',1
haha..,1
"depreciated,",1
rhan,1
wins.,1
resubmitted,1
28/02..,1
flimsy,1
12:30.,1
10-11am,1
11-12am.,1
vedge,1
hell!!!,1
nue,1
spammed?,1
"slot"".",1
work.everytime,1
price:-),1
pity...,1
unorganized.,1
time!😀,1
hangover😆.,1
pending),1
12),1
(xiaomi,1
interns,1
.horrible,1
admittedly,1
unsuccessful....trg,1
"alcohol,and",1
here.😡,1
limits...,1
response...,1
altered?,1
platform?,1
>7.0,1
prefer?,1
"volumes,",1
be),1
(bloemfontein).,1
"dry,",1
stigmatising.,1
subsection,1
r140!,1
vis,1
"15:00,",1
cigarette?,1
baffles,1
issue..??,1
groutville.,1
"nearby,",1
delivered...not,1
r791-80.,1
existing!,1
efficient.!,1
correct...,1
correction,1
full...bags,1
times...and,1
warehouse/holding,1
tipp,1
duche,1
feara,1
hills.,1
mold.,1
youll,1
theme.,1
"braai,",1
deposited,1
r802-00,1
(vape),1
"patiently,",1
deal?,1
programme?,1
flamwood.,1
regions.,1
who'd,1
compromised.,1
flutes,1
r791,1
fruit/veggies.,1
name/logo,1
)...you,1
shortage.,1
today(the,1
cordial,1
room?,1
runner,1
discrimination,1
packing),1
"2:30,",1
i.s.o,1
reversed!,1
reluctantly,1
unacceptable..,1
0ctober,1
cents.,1
🐛,1
'matrix',1
r800+,1
answers!!😒,1
eggs!,1
childs,1
appart,1
expressed,1
worst!!!,1
roasts,1
"17:00,",1
"cost-effective,",1
food-related,1
experienced..,1
lol..,1
payout,1
unhygienic,1
slapped,1
house.was,1
non-edible,1
made/,1
lasagne's,1
bellanita,1
mailing.,1
stomach.,1
"30minutes""",1
belatedly,1
5h20...,1
"16h01,",1
broke?,1
16h41,1
understand),1
rotten).,1
punches.,1
behaviours,1
patterns.,1
outo,1
sanitize,1
basted,1
spicy,1
script.,1
jho,1
yousm,1
"fantastic,user",1
jho.,1
'help,1
center',1
patrons,1
mumbling,1
feathers,1
13:38🙃,1
"""newer",1
brocoli,1
back!!!😡😡😡😡,1
more!!!,1
apply???,1
r21,1
7:00.,1
merit,1
realises,1
🗑️🚮,1
unusual!).,1
controllroom,1
generous.,1
makhanda,1
competitor?,1
misleading:,1
18:40,1
anymore.....,1
margate.,1
"agendas,",1
high...,1
9.17,1
⚡.,1
10.55.,1
generally...however.,1
(clear,1
ehailing,1
"r650,",1
tota,1
gmy,1
"(geez,",1
"10.17,",1
r129.90,1
r12.9,1
r12.50,1
r1.5.,1
friendly's,1
"""bold""",1
"bold,",1
"shelf,",1
"screenshot,",1
s22.,1
"""something""",1
app...have,1
inions.,1
bait-and-switch.,1
"water,",1
melon,1
dinner!,1
"update"".",1
driving.,1
"optimistic,",1
"bugbear,",1
sold-out.,1
convenien,1
9am?,1
combos,1
logged!,1
differance,1
amount..,1
special/promotion,1
unsweetened,1
"2h00,",1
enrista,1
"cuppocino,",1
1.4.32,1
annoying..please,1
record.,1
everyime,1
waiting!!!!,1
17h05,1
uninstalled!,1
expecting...,1
11h35.,1
(bad,1
means!,1
"""promise""",1
products/items,1
live..,1
areas',1
'certain,1
16h01.,1
missing??,1
rewrite,1
emailand,1
rapidly,1
broadacres,1
intervals.,1
struggel,1
"😕,im",1
feather,1
sixty60's,1
"cap,",1
productive,1
tjme,1
blurs!,1
doble,1
min😭😭😭😭.,1
woolies...you,1
"adequate,",1
ddint,1
something????,1
breakages,1
fullfilment,1
"now,it",1
feature),1
thing!!!!,1
do!!!,1
mayonaise,1
makesy,1
gaynor,1
"tired,",1
"mum,",1
commenced!,1
great:,1
"""mayonaise""",1
them???,1
"""promised""",1
"""promised",1
"time"",",1
everything..so,1
thenl,1
"""nola",1
appgalery.,1
in..problem,1
"blackwell""",1
"heading,",1
longer!,1
ampt,1
daily....i,1
together???,1
🤪🤪,1
cross&,1
believe.,1
stitching,1
"emailed,",1
etiquette.,1
"picker,",1
"packer,",1
icey,1
definely,1
deliverly.,1
there...no,1
seize,1
2021!!!!,1
updat,1
"orders.,",1
coincidence.,1
enthusiastically,1
cold!,1
18h17.,1
available👎,1
"wobble,",1
adherence,1
minimizes.,1
biggie,1
(we,1
"brilliant,my",1
flings,1
1.30.,1
suburbs!,1
"mile,",1
planner,1
"deliver""",1
included!,1
richest,1
jungle,1
banquet,1
gentle,1
banquet.,1
14:58.,1
shortages.,1
conclusion:,1
08/11/2024,1
cargo,1
clocl,1
6/12/2021.my,1
115,1
cabbages,1
"""fresh",1
council,1
disruptions,1
adjusting.,1
bright!,1
incur,1
indifference,1
explained.,1
9km,1
want/need/can't,1
vergelegen,1
"plein,",1
please...,1
amazeballs.😁..,1
toot,1
toot!!💥,1
hello!!.🤙..,1
ca-ching👌,1
mails...very,1
sure!!!,1
🤩🤩👏👏thanks,1
wow😎...,1
so),1
changing!,1
advertisiting!!!,1
"number),",1
"connection"".",1
(soshanguve,1
actuals,1
ttwo,1
(again)!,1
about!,1
tonatoes.,1
service.keep,1
keepals,1
stilll,1
21/2:,1
re-look,1
mall????,1
"abruptly,",1
upington,1
iteme,1
wicodes,1
(items),1
attributes,1
settings),1
pay),1
bulk😳.,1
30/08/2021:,1
chores,1
re-place,1
cupboard.,1
gaps,1
consent',1
d(pick,1
beginning....,1
letter.,1
refunded/credited,1
service....but,1
'got,1
stage',1
conditions...,1
compatability,1
"available...""",1
"available..."".",1
service!i,1
help...rabia,1
woolies).,1
"halaal/kosher,",1
free/low,1
traveling.,1
isnt!,1
49.,1
(old,1
looks.odd.,1
new),1
app/experience,1
staple.,1
to/from,1
relocated,1
texted,1
crooks!,1
15:55,1
12:18.,1
11:20.,1
"hospital,",1
09:39.,1
09:05,1
"yay,",1
(first,1
through?,1
joshua,1
days',1
15.01.,1
4.99,1
'2-5,1
charged???,1
"reservation,",1
1:45,1
charged(latest,1
"total),",1
ymi,1
speechless.,1
"11.47,",1
"link,like",1
835,1
loud.,1
"""fill",1
app.nothing,1
"12:39pm,",1
'third,1
lucky',1
advice!!,1
shopping/grocery,1
blank...,1
nightshift,1
comfartable.,1
1½,1
registered???,1
app??!!,1
pamplets,1
"vegatbles,",1
claim).,1
friendlier,1
limitation???,1
"diary,",1
chippies.,1
around!!!,1
should...half,1
canacellebafter,1
seriously...they,1
overpayment,1
(reserve,1
authorising,1
reaults,1
category!,1
said:,1
"towels,",1
stock...like,1
hours).,1
"supply,",1
key!,1
"""offline"".",1
ziploc,1
uselss,1
bit.confusing,1
fruitless!!!,1
retaining,1
are.per,1
#pissedoff,1
money..they,1
us...they,1
"over,also",1
randemly,1
"fees,this",1
hollow,1
funcion,1
oppimize.,1
thre,1
15:15,1
items(can't,1
mistake).,1
(is,1
purpose??!!!!,1
bottles/pnp,1
24.99,1
40.,1
checkers....lately,1
recipe).,1
given).,1
"""credit""",1
maintenence,1
"muc,",1
"makes,",1
winners,1
entrances,1
flats,1
implementation.,1
stability.,1
@your,1
"banner,",1
"🙀,",1
"😶,",1
"perishables,",1
"wonderfully,",1
"somerset,",1
deadline.,1
"kpi,",1
woolworths...🤣,1
(environment,1
restart...,1
bring.,1
click...not,1
2023.03.19.,1
"pnponline,",1
works...please,1
pads,1
mile!,1
already.......uninstalling!,1
60min.!,1
cook!,1
caring.,1
resolved...developer,1
converse,1
issues....was,1
email...nothing,1
countrywide,1
support:,1
16:48,1
.please!,1
delivered.give,1
"bat,",1
ui-ux.,1
helpdesk....no,1
"classic,",1
blush.,1
cherckers,1
"real-time,",1
"""?",1
16:17,1
reach..,1
page........,1
moving.new,1
"aspects,",1
woolies:(,1
fingertips!superb,1
grabbers.,1
purse/handbag,1
few:-,1
sixy60.,1
oldage,1
anothet,1
freestate,1
installed..i,1
phone...the,1
woooooow,1
defintely,1
impressed...tried,1
occurrence,1
stealing!,1
essentialsike,1
2021😠.,1
rdidculous.,1
consistency.,1
along!,1
"steers,",1
zone...,1
location....on,1
advice..we,1
phone....now,1
blocked....the,1
daily...and,1
smartshopper,1
sometimes....,1
yet.),1
team....,1
once...i,1
setting?,1
legal?,1
"lawyers,",1
14-customers,1
replacement?,1
sort?,1
intital,1
(can,1
"until,",1
"unexpectedly,",1
twice!?,1
"caused,",1
afterthought.,1
crashy,1
fine),1
"reluctant,",1
again!.,1
lays,1
unravel,1
"sandton,forways",1
afternoon),1
09:13.,1
happens!..,1
"annoying,had",1
order..i,1
beautiful!,1
neverending,1
60....now,1
loop!,1
accents,1
fraud!,1
folk.,1
xmas!,1
rope,1
(live),1
thatvyou,1
"over-engineered,",1
(buy,1
solved!!,1
everythibg,1
starr,1
abou,1
eccellent,1
numericals,1
beind,1
🤬🤬🤬,1
👌💙,1
these).,1
"slooow,",1
inept,1
items...yes,1
app!!by,1
focacia.,1
cantl,1
3-4/5,1
crises,1
(please,1
aptions,1
ever),1
"characters,",1
them...and,1
erors.,1
hanli.,1
issue...,1
enhancement:,1
ratherorser,1
....i'm,1
aibo,1
thelive,1
can't???,1
replacements👌,1
tommorrw,1
amountnof,1
i'll....plse,1
"tops,but",1
valiantly,1
bigger?,1
"newmarket,",1
categories/sections,1
westcoast,1
"11h59,its",1
twelve,1
level....,1
that.it,1
🤨🤨🤨🤨🤨🤨,1
ticket......no,1
(price,1
me........i,1
help/support,1
r38).,1
works...prior,1
bac,1
me...what,1
dt,1
insulated,1
r636,1
invoice!,1
stock....at,1
hasnt....i,1
"confirmation,",1
cancelled...when,1
groceries....30mins,1
deducted...more,1
feed.,1
then;,1
"sanitizing,",1
miffed,1
plssss,1
away???,1
ordered..went,1
thru..then,1
funds.this,1
sufferers,1
say...i,1
allergy,1
lasagnes,1
11627584,1
optio,1
👿,1
",also",1
drivrs!!!!can't,1
silence,1
reply..,1
provider),1
ughh,1
dependant,1
it...as,1
ourselves.,1
alternatives),1
"students,",1
"aged,",1
overwhelmed.,1
uts,1
obsession....always,1
"""milk""",1
wad,1
"thawed,",1
in-store?,1
disallow,1
r111.11,1
picking.,1
isr12.56,1
.56,1
sasco,1
itself.been,1
"minutes""?",1
loggin.,1
non-perishables,1
squash.,1
.11,1
understand!!!,1
first🙈🙈,1
featirez.app,1
correction.,1
money.😠.really,1
literary,1
bidy,1
-alternate,1
"r2300,",1
avalaible.,1
application????,1
fullfillment,1
"ranged.""",1
ux:,1
charges?,1
correct...my,1
lotion,1
"opposite,",1
r49.99,1
r2300,1
a22.,1
xtras,1
feels.,1
"experience""",1
uncleared.,1
"""5",1
steady,1
😊🤗🙏🏻💕,1
"fed,",1
✋🏻5,1
frame..,1
course...,1
"approve,",1
decide?,1
(terrible),1
store....then,1
pronto!,1
now....what,1
pork!,1
now....its,1
opportunity(2mins+),1
kn,1
calls...,1
onions.,1
inifinity,1
competitions.,1
"neatly,",1
"life-changing,",1
r654.,1
issue😳,1
aggrivation.,1
money...checkers,1
row),1
"duckies,",1
pic!!,1
benefited,1
r89.99,1
"""didnt",1
amounted,1
poultry.i,1
lately.also,1
12h30pm.,1
4.8*s,1
miniature!,1
rocky,1
centurion...,1
situation!,1
"scanned""",1
laughable.,1
withheld,1
"okay,the",1
quinton,1
"ordered,it's",1
"driver,focus",1
avoid...isnt,1
supply's,1
"3pm,expected",1
5.30pm.how,1
fridge?,1
60seconds,1
qaulity.,1
items?!?!,1
pity...for,1
"salad,",1
bug...never,1
bark,1
password...after,1
(try.every.time.and,1
fail.every.single.time),1
...irritating.,1
180.,1
system',1
internet),1
offerings?,1
says?,1
because.,1
they?,1
'escalate',1
extensions),1
shortly'...what,1
underated,1
added/replaced,1
19:30.,1
meatloaf,1
meaty,1
stew,1
eat).,1
3pm!!,1
card...please,1
2:30.,1
special....,1
beenos,1
sensibly.,1
duplicates,1
(boss,1
"food),",1
'shortly'?,1
"westgate,",1
packaging),1
unit+complex,1
conduct!,1
"refund,it's",1
blacks,1
11h45.,1
becones,1
"writing,",1
11h30.,1
blackout.,1
food).,1
masses!,1
blank!,1
8minutes.there,1
issues.at,1
texan,1
china.,1
fivery,1
yours?,1
weve,1
beeno,1
drops.,1
24/12/2022.,1
3.4,1
2022/06/27,1
misspelling,1
foremost,1
beach.,1
congratulation,1
margate/shelly,1
"(quantity,",1
type),1
skus.,1
plase,1
13.30,1
13.00,1
back.driver,1
driverjust,1
patryshoek,1
that.called,1
selected!i,1
stock&,1
"done,then",1
+30min,1
"showed,",1
careful!!!,1
"plans,",1
"ah,",1
hours),1
in-store😕,1
pricelist,1
"""sorry""!",1
"simplify,",1
lines.thank,1
3g.,1
strapped,1
steeling,1
app.3,1
"token"".",1
re-captured,1
"get,product",1
"there,is",1
wuuh,1
"here,no",1
"drawbacks,",1
"timeslot,2.",1
"""spark",1
18+/adult,1
"north,",1
on/off,1
non-childfriendly,1
town....says,1
q!,1
"groupon,",1
tomorrow...,1
"day1,",1
staning,1
checkers🙏,1
persisted.,1
overridden,1
in..it's,1
"bulk,",1
ago...down,1
pre-approval,1
"handled,",1
(whilst,1
delivered).,1
7:32,1
8:35.,1
-chantelle/akasia,1
km's,1
random!,1
him/her.,1
campatible,1
through....,1
"indoors,",1
existant,1
please!!!!,1
'report,1
add....can,1
holding/plot/mini,1
map/,1
dry.,1
"""chose""",1
"opportunity,",1
sms'ing),1
"resolution,",1
specials/total,1
anyone??,1
similtaniously,1
12/11/2021:thank,1
installed..and,1
yersterday.,1
coudn't,1
registered...,1
post..so,1
pamplett,1
colleagues.,1
closet.,1
tab..its,1
times..tried,1
there..pls,1
(7),1
"clever,",1
experiencing.,1
incorrecty.,1
"r9,",1
forget....which,1
render/adjust,1
sixty60....received,1
note!!!,1
drivers/staff.,1
service.very,1
hour!!!!,1
promised....,1
r485,1
religious/dietary,1
"figuratively,",1
stock..really,1
notging,1
substituation,1
💃💃💃🏂🏂🏂🏂💃💃💃👌👌👌,1
sense!,1
refesuses,1
17:27,1
kind...,1
15:22.,1
lately?,1
customee,1
"poorly,",1
"product,now",1
fill.,1
"up,the",1
app.items,1
provided...,1
items🚮,1
"10am,i",1
errands,1
r1154,1
"between,",1
oltown,1
10:34.,1
hometown,1
"network""!",1
holed,1
shocking...,1
r669,1
charge🚮,1
sectors.,1
agile.,1
"motorcycles),",1
stumpies,1
delivery👍👍👍,1
dome,1
"claims,",1
r46.13,1
r98.99,1
scam..tell,1
email!,1
everyone.like,1
1341,1
1340,1
fire....,1
"billions,",1
a78..,1
(i'd,1
"'amount',",1
dissatising,1
quuck,1
app...mostly,1
beloved,1
"unistalled,",1
🙆,1
r44.99?,1
more...my,1
+r167.00,1
kak*,1
(countless,1
"""to",1
"updates""",1
down...while,1
competitors'.,1
dissappinted.,1
soonest,1
tip/gratuity,1
penultimate,1
'system-error'.,1
spa2u,1
"""allegedly""",1
14:20.,1
"wilt,",1
jogurt,1
endeavor,1
happening.but,1
insulting.,1
me...especially,1
many...checkers,1
"11:11,",1
stock.....time,1
r1393.84,1
(r4181.52,1
payments.😡😡😡😡😡,1
ecentric,1
11h35,1
"allocation""",1
"nonsensical,",1
y90),1
11.44,1
90s,1
"11.44,",1
12.32,1
notifications!,1
"channel,",1
issues...i,1
updat.,1
sweety,1
accurate..,1
yuuh,1
"99,5%",1
"reinnstalled,",1
alternative'^,1
included?,1
radiokop/honeydew.,1
surrounds,1
appoligie.,1
stocks.,1
"done,but",1
weary.,1
cheating,1
bothered.,1
time)she,1
depressing.,1
"latent,",1
muat,1
"seizure,",1
90's,1
"6,but",1
12!,1
free?,1
amateurs!,1
schoolstuff,1
burgundy.,1
swill,1
saga,1
"r200+,",1
waste....,1
"17:30,",1
covered!,1
nxt,1
phones!!,1
aisle..,1
"step,so",1
spectacular!,1
courtney,1
lou,1
"pie,",1
gents🤷🏾‍♂️,1
item...it,1
edit...everytime,1
medicinal,1
contagious,1
a$$.,1
eye).,1
(woolies,1
planning.,1
"substance,",1
finilize,1
"problem"",",1
checkers?!,1
disapointig.,1
"easy"".....",1
"""life's",1
2023..,1
soda....,1
fellows,1
patty,1
"""hyper""",1
closing.very,1
choise,1
"shrink,",1
👌🏽😍#welldonecheckers,1
appreciated!!,1
app?sent,1
lose!!,1
cards...payment,1
have/will,1
"shopping,when",1
instructions/address',1
'update,1
experien.,1
"finger,",1
"app,which",1
r38.90,1
r299.00,1
prices.thank,1
green/fully,1
down/offline.,1
app?),1
"deals,as",1
looted,1
gentler.,1
**in-store**,1
"queuing,",1
queensburgh/,1
closing/crashing.,1
thanb5,1
future?,1
reserved..,1
"now,no",1
poopookaka,1
this...otherwise,1
app(except,1
changes).,1
unlisted.,1
programme.,1
dismay,1
question???,1
unto,1
mums.,1
savinvs,1
11:24,1
"items,checkout,pay",1
whow,1
annoying!so,1
"items,only",1
app..not,1
even!!never,1
deleted?,1
times....,1
spone,1
succeeds.,1
stock.really,1
methodology,1
purpose?!,1
when?,1
"thank-you,",1
r396.89.,1
"timously,",1
resolved????,1
"window""",1
grendel,1
shopping;,1
inconveniently,1
shopping/delivery,1
are.i,1
denoting,1
13:45,1
"confirm,",1
"eco-conscious,",1
touse.,1
'sticking'.,1
con.,1
"grocers,",1
(knock,1
late..,1
card!🤞,1
&910,1
now👍.,1
guessing),1
what..it's,1
reshop,1
refunded..,1
false.,1
orderers,1
store...so,1
again...doesn't,1
"snacks,",1
tooth.,1
un-subscribed,1
disregarded.,1
fenominal.,1
city..,1
done!!!!,1
"""service"".",1
opp,1
weeks..restarted,1
communication..84657384a.,1
delighted.,1
handlers,1
shooting,1
soaring,1
whack..,1
"groceries,it",1
"""unavailable",1
transaction!,1
"looking,",1
expectead,1
"onboarding,",1
now.well,1
immediatly.,1
rate-your-purchase,1
system..?,1
"times,still",1
misusing,1
unstocked,1
"""replace",1
xtra-savings,1
72.,1
"passed,",1
gugulethu,1
stone's,1
halfwa,1
bicycle,1
meetings.,1
clumsiest,1
"amusing,",1
importantly:,1
locator.,1
areas???,1
slowdown,1
bleech,1
suppouse,1
bleeches.,1
a32.,1
2)and,1
"ironically,",1
epsom,1
"peanuts,",1
copied,1
"succesful,",1
idea-,1
mariette,1
bekker.,1
mastered,1
god-awful,1
dreadful..cannot,1
seeped,1
more-efficient,1
12-day,1
ggrrrrrr,1
well.keep,1
3months,1
card...scanned,1
noticeable?,1
r55/kg,1
2.25l,1
r16.99.,1
r50+-,1
sixty60+30.,1
limit!,1
s20ultra!!!,1
mbps,1
20stars,1
line),1
"best,i",1
home??,1
irked,1
vanessa,1
pasted...,1
sansung,1
fiancé,1
chucking,1
(who,1
heydays,1
app/,1
"day),",1
"salts,",1
"fruit&veg,fresh",1
"dairy,frozenor",1
agrivating,1
quarantined,1
57km,1
22:14,1
crackers,1
once....,1
dirver,1
salt.,1
"unforgivable,",1
ells.,1
area??,1
road).,1
invoice..,1
righr,1
(have,1
punctual;,1
star):,1
"""salt""",1
"done""...",1
taglietelli,1
macaroni,1
2.plz,1
with/and,1
star).,1
blanked,1
"out,i",1
"same,also",1
"for,after",1
shuffles,1
"items,it",1
....its,1
limit.!,1
mix.,1
saavings,1
gimmic,1
improve:,1
account/sign,1
uselesssssssssssss,1
pair),1
(full,1
"rooibos,",1
housewives,1
rot,1
voucher...but,1
alternatives.well,1
recieves,1
"service,friendly",1
registered?,1
"items,a",1
elephant,1
tested!,1
str8t,1
grace.,1
(hoping,1
year'),1
discounts/deals...why,1
incorporated....pnp,1
twis,1
snappy.,1
😔😔😔😔😔😔,1
"halaal,",1
coke...,1
compstable,1
33minutes.,1
"(eg,",1
price).,1
succesfully.,1
"me,!",1
💪🏾💥within,1
💪🏾never,1
"done,great",1
queensburgh,1
payment?!,1
code...entered,1
influences,1
i8,1
2date,1
"service.today,",1
mockery!,1
10:34,1
convenient.arrived,1
bless!,1
bank).,1
you.very,1
"noodles,",1
for.you,1
2wks.now,1
reserves,1
unreserve,1
service.thank,1
(emails/phone,1
0%,1
"surveys,",1
particulars,1
boos,1
meh🤔🤷🏿‍♀️,1
mp5,1
missing.i,1
replace.now,1
on💯,1
rating😡,1
speciality,1
shop...sometimes,1
improvement!,1
pixel/android,1
possession,1
requisted,1
'escalates',1
dropoff,1
hands🤞👌.,1
😍😍😍😍🥇am,1
😍😍😍😍😍i,1
10/10.....,1
problems.first,1
(easy,1
recommens,1
"2022,it",1
depressing,1
client-centric.,1
yoooohhhh...,1
whole.evening.,1
own.this,1
"painful,from",1
whatsaap,1
hands;,1
eliminates,1
nedbank's,1
"innovation,",1
work!!:),1
"order&returns,great",1
deal!,1
shipped🤦🏾‍♂️.,1
i.have,1
rabbits,1
bunnies,1
moved.,1
diverts,1
tones,1
books',1
outperforms,1
engage,1
affordableb,1
thought!,1
deliveryand,1
...this,1
disappointed👌💝,1
trackingmentions,1
rerurns/refunds,1
ssomer,1
than.ome,1
expects👌,1
shilling,1
"products,great",1
service.only,1
youncan,1
"prices,sometimes",1
"bargains,sometimes",1
mds,1
collivery,1
disturbing.,1
everday,1
fraudless,1
everytime...takealot,1
"great,sometimes",1
damaged/without,1
"packaging,you",1
water-resistant,1
resistant,1
point!!,1
recurringly.,1
out?!,1
.tried,1
😃☺️,1
"robocalls,",1
buffers/crashes,1
"smartphone,",1
misuses,1
obs',1
fixed(20/7/'18,1
10/11/'18)?????????????,1
"happen,",1
battle.,1
easier/safer.,1
shuffels,1
expencive,1
leg.,1
all.🤗🔥🔥,1
pricier,1
order...i,1
name😂..,1
theirs....,1
..15,1
stopshop,1
qsss,1
trust❤️👊,1
diffarent,1
eta's,1
win-win......,1
volkano,1
top-notch.,1
👎👎👎👎👎👎👎😪😪😪😪😪,1
it👎👎👎,1
guys👎,1
(literally),1
dayly,1
costings,1
that.uninstalled,1
correct..,1
"""gaming",1
eventhoughthe,1
